movie_id,name,genres,overview
74,Bed of Roses (1996),Drama|Romance,Romantic drama about a young career girl who is swept off her feet by a shy florist  who fell in love with her after one glimpse through a shadowy window. 
75,Big Bully (1996),Comedy|Drama,"David Leary was bullied by Rosco when he was in elementary school. But he got even on the day his parents moved out of town. Now twenty years later  David  who is a successful writer  is invited back to his home town to teach. Everything is great until Rosco  who is still in town  recognizes him. Now suddenly someone is playing mean practical jokes on him. Isn't David a little too old to be running to the Principal saying ""Rosco's picking on me.""   "
76,Screamers (1995),Sci-Fi|Thriller,(SIRIUS 6B  Year 2078) On a distant mining planet ravaged by a decade of war  scientists have created the perfect weapon: a blade wielding  self replicating race of killing devices known as Screamers designed for one purpose only    to hunt down and destroy all enemy life forms But man's greatest weapon has continued to evolve without any human guidance  and now it has devised a new mission: to obliterate all life. Col. Hendricksson (Peter Weller) is commander of a handful of Alliance soldiers still alive on Sirius 6B. Betrayed by his own political leaders and disgusted by the atrocities of this never ending war  Hendricksson decides he must negotiate a separate peace with the New Economic Bloc's decimated forces. But to do so  he will have to cross a treacherous wasteland where the deadliest threat comes from the very weapons he helped to create. 
77,Nico Icon (1995),Documentary,A look into the many lives of Christa P  ffgen  otherwise known as Nico; from cutie German m  dchen to the first of the supermodels  to glamorous diva of the Velvet Underground  to cult item  junkie and hag. Many faces for the same woman  whom  you realize  just couldn't bring herself to care enough to live. 
78,"Crossing Guard, The (1995)",Drama,After his daughter died in a hit and run  Freddy Gale has waited six years for John Booth  the man responsible  to be released from prison. On the day of release  Gale visits Booth and announces that he will kill him in one week. Booth uses his time to try and make peace with himself and his entourage  and even finds romance. Gale  whose life is spiralling down because of his obsession towards Booth  will bring himself on the very edge of sanity. At the end of the week  both men will find themselves on a collision course with each other. 
79,"Juror, The (1996)",Drama|Thriller,"When Annie Laird is selected as a juror in a big Mafia trial  she is forced by someone known as ""The Teacher"" to persuade the other jurors to vote ""not guilty"". He threatens to kill her son if she doesn't commit. When the trial is over  he can't let her go... "
80,"White Balloon, The (Badkonake Sefid ) (1995)",Drama,Razieh wants a fat goldfish for the Iranian New Years celebration instead of the skinny ones in her family's pond at home  because the fat fish looks like it's dancing when it swims. After many attempts she and her brother convince their mother to give them her last bit of money. Between their home and the fish store  Razieh loses the money.. She finds it  but it is temptingly just out of her reach. 
81,Things to Do in Denver when You're Dead (1995),Crime|Drama|Romance,Jimmy the Saint's business is videotaping the terminally ill  so that they will be around to give 'Afterlife Advice' to their survivors. He hasn't been doing too well lately and has had to turn to loan sharks to accomodate his failing business  as well as his expensive personal tastes. When an evil gangster overlord buys up his note and demands a favor of Jimmy  in exchange for the interest that he can't afford  Jimmy capitulates. Jimmy is to scare someone for the gangster overlord  really rough them up. Without giving too much away (spoiler)  the scene goes down badly and Jimmy and his crew all end up with contracts on their heads for their trouble. 
82,Antonia's Line (Antonia) (1995),Drama,In an anonymous Dutch village  a sturdy  strong willed matriarch looks back upon her life  the generations of family and friends gathered around her table  and ponders the cyclical nature of time. 
83,Once Upon a Time... When We Were Colored (1995),Drama,This film relates the story of a tightly connected Afro American community informally called Colored Town where the inhabitants live and depend on each other in a world where racist oppression is everywhere  as told by a boy called Cliff who spent his childhood there. Despite this  we see the life of the community in all its joys and sorrows  of those that live there while others decide to leave for a better life north. For those remaining  things come to a serious situation when one prominent businessman is being muscled out by a white competitor using racist intimidation. In response  the community must make the decision of whether to submit meekly like they always have  or finally fight for their rights. 
84,Last Summer in the Hamptons (1995),Comedy|Drama,"Filmed entirely on location in East Hampton  Long Island  ""Last Summer in the Hamptons"" concerns a large theatrical family spending the last weekend of their summer together at the decades old family retreat which economic circumstances have forced them to put on the market. Victoria Foyt plays a young Hollywood actress whose visit wreaks havoc on the stellar group of family and friends   led by matriarch Viveca Lindfors and made up of an extraordinary mix of prominent New York actors  directors  and playwrights. In the course of a very unusual weekend  comic as well as serious situations arise  and the family's secrets   of which there are many   begin to unravel. "
